u_id,u_name,v_id,v_name,type
886,"Rice, Mrs. William (Margaret Norton)",172,"Rice, Master. Arthur",SON
886,"Rice, Mrs. William (Margaret Norton)",279,"Rice, Master. Eric",SON
886,"Rice, Mrs. William (Margaret Norton)",17,"Rice, Master. Eugene",SON
886,"Rice, Mrs. William (Margaret Norton)",788,"Rice, Master. George Hugh",SON
136,"Richard, Mr. Emile",818,"Mallet, Mr. Albert",FRIEND
832,"Richards, Master. George Sibley",408,"Richards, Master. William Rowe",BROTHER
832,"Richards, Master. George Sibley",530,"Hocking, Mr. Richard George",UNCLE
832,"Richards, Master. George Sibley",944,"Hocking, Miss. Ellen Nellie""""",AUNT
832,"Richards, Master. George Sibley",893,"Wilkes, Mrs. James (Ellen Needs)",GREAT-AUNT
832,"Richards, Master. George Sibley",775,"Hocking, Mrs. Elizabeth (Eliza Needs)",GRANDMOTHER
832,"Richards, Master. George Sibley",438,"Richards, Mrs. Sidney (Emily Hocking)",MOTHER
408,"Richards, Master. William Rowe",775,"Hocking, Mrs. Elizabeth (Eliza Needs)",GRANDMOTHER
408,"Richards, Master. William Rowe",832,"Richards, Master. George Sibley",BROTHER
408,"Richards, Master. William Rowe",893,"Wilkes, Mrs. James (Ellen Needs)",GREAT-AUNT
408,"Richards, Master. William Rowe",530,"Hocking, Mr. Richard George",UNCLE
408,"Richards, Master. William Rowe",438,"Richards, Mrs. Sidney (Emily Hocking)",MOTHER
408,"Richards, Master. William Rowe",944,"Hocking, Miss. Ellen Nellie""""",AUNT
438,"Richards, Mrs. Sidney (Emily Hocking)",893,"Wilkes, Mrs. James (Ellen Needs)",AUNT
438,"Richards, Mrs. Sidney (Emily Hocking)",530,"Hocking, Mr. Richard George",BROTHER
438,"Richards, Mrs. Sidney (Emily Hocking)",775,"Hocking, Mrs. Elizabeth (Eliza Needs)",MOTHER
438,"Richards, Mrs. Sidney (Emily Hocking)",408,"Richards, Master. William Rowe",SON
438,"Richards, Mrs. Sidney (Emily Hocking)",944,"Hocking, Miss. Ellen Nellie""""",SISTER
438,"Richards, Mrs. Sidney (Emily Hocking)",832,"Richards, Master. George Sibley",SON
527,"Ridsdale, Miss. Lucy",636,"Davis, Miss. Mary",CONNECTED
1259,"Riihivouri, Miss. Susanna Juhantytar Sanni""""",687,"Panula, Mr. Jaako Arnold",CONNECTED
1259,"Riihivouri, Miss. Susanna Juhantytar Sanni""""",267,"Panula, Mr. Ernesti Arvid",CONNECTED
1259,"Riihivouri, Miss. Susanna Juhantytar Sanni""""",825,"Panula, Master. Urho Abraham",CONNECTED
1259,"Riihivouri, Miss. Susanna Juhantytar Sanni""""",639,"Panula, Mrs. Juha (Maria Emilia Ojala)",CONNECTED
1259,"Riihivouri, Miss. Susanna Juhantytar Sanni""""",165,"Panula, Master. Eino Viljami",CONNECTED
1259,"Riihivouri, Miss. Susanna Juhantytar Sanni""""",51,"Panula, Master. Juha Niilo",CONNECTED
374,"Ringhini, Mr. Sante",270,"Bissette, Miss. Amelia",CONNECTED
374,"Ringhini, Mr. Sante",326,"Young, Miss. Marie Grice",CONNECTED
374,"Ringhini, Mr. Sante",1206,"White, Mrs. John Stuart (Ella Holmes)",CONNECTED
539,"Risien, Mr. Samuel Beard",1274,"Risien, Mrs. Samuel (Emma)",WIFE
1274,"Risien, Mrs. Samuel (Emma)",539,"Risien, Mr. Samuel Beard",HUSBAND
558,"Robbins, Mr. Victor",717,"Endres, Miss. Caroline Louise",CONNECTED
558,"Robbins, Mr. Victor",701,"Astor, Mrs. John Jacob (Madeleine Talmadge Force)",CONNECTED
558,"Robbins, Mr. Victor",381,"Bidois, Miss. Rosalie",CONNECTED
558,"Robbins, Mr. Victor",1094,"Astor, Col. John Jacob",EMPLOYER
780,"Robert, Mrs. Edward Scott (Elisabeth Walton McMillan)",1216,"Kreuchen, Miss. Emilie",MAID
780,"Robert, Mrs. Edward Scott (Elisabeth Walton McMillan)",690,"Madill, Miss. Georgette Alexandra",DAUGHTER
780,"Robert, Mrs. Edward Scott (Elisabeth Walton McMillan)",731,"Allen, Miss. Elisabeth Walton",NIECE
917,"Robins, Mr. Alexander A",785,"Ali, Mr. William",CONNECTED
917,"Robins, Mr. Alexander A",412,"Hart, Mr. Henry",CONNECTED
917,"Robins, Mr. Alexander A",1008,"Thomas, Mr. John",CONNECTED
917,"Robins, Mr. Alexander A",865,"Gill, Mr. John William",CONNECTED
917,"Robins, Mr. Alexander A",202,"Sage, Mr. Frederick",CONNECTED
917,"Robins, Mr. Alexander A",777,"Tobin, Mr. Roger",CONNECTED
917,"Robins, Mr. Alexander A",758,"Bailey, Mr. Percy Andrew",CONNECTED
917,"Robins, Mr. Alexander A",133,"Robins, Mrs. Alexander A (Grace Charity Laury)",WIFE
133,"Robins, Mrs. Alexander A (Grace Charity Laury)",917,"Robins, Mr. Alexander A",HUSBAND
868,"Roebling, Mr. Washington Augustus II",340,"Blackwell, Mr. Stephen Weart",CONNECTED
668,"Rommetvedt, Mr. Knud Paust",409,"Birkeland, Mr. Hans Martin Monsen",CONNECTED
668,"Rommetvedt, Mr. Knud Paust",108,"Moss, Mr. Albert Johan",CONNECTED
1176,"Rosblom, Miss. Salli Helena",255,"Rosblom, Mrs. Viktor (Helena Wilhelmina)",MOTHER
1176,"Rosblom, Miss. Salli Helena",425,"Rosblom, Mr. Viktor Richard",FATHER
425,"Rosblom, Mr. Viktor Richard",1176,"Rosblom, Miss. Salli Helena",DAUGHTER
425,"Rosblom, Mr. Viktor Richard",255,"Rosblom, Mrs. Viktor (Helena Wilhelmina)",WIFE
255,"Rosblom, Mrs. Viktor (Helena Wilhelmina)",1176,"Rosblom, Miss. Salli Helena",DAUGHTER
255,"Rosblom, Mrs. Viktor (Helena Wilhelmina)",425,"Rosblom, Mr. Viktor Richard",HUSBAND
1219,"Rosenshine, Mr. George (Mr George Thorne"")""",257,"Thorne, Mrs. Gertrude Maybelle",CONNECTED
760,"Rothes, the Countess. of (Lucy Noel Martha Dyer-Edwards)",505,"Maioni, Miss. Roberta",CONNECTED
760,"Rothes, the Countess. of (Lucy Noel Martha Dyer-Edwards)",337,"Pears, Mr. Thomas Clinton",FATHER
760,"Rothes, the Countess. of (Lucy Noel Martha Dyer-Edwards)",258,"Cherry, Miss. Gladys",CONNECTED
760,"Rothes, the Countess. of (Lucy Noel Martha Dyer-Edwards)",258,"Cherry, Miss. Gladys",CONNECTED
912,"Rothschild, Mr. Martin",514,"Rothschild, Mrs. Martin (Elizabeth L. Barrett)",WIFE
514,"Rothschild, Mrs. Martin (Elizabeth L. Barrett)",912,"Rothschild, Mr. Martin",HUSBAND
57,"Rugg, Miss. Emily",398,"McKane, Mr. Peter David",CONNECTED
57,"Rugg, Miss. Emily",1150,"Bentham, Miss. Lilian W",CONNECTED
575,"Rush, Mr. Alfred George John",329,"Goldsmith, Mrs. Frank John (Emily Alice Brown)",CONNECTED
575,"Rush, Mr. Alfred George John",166,"Goldsmith, Master. Frank John William ""Frankie""",CONNECTED
575,"Rush, Mr. Alfred George John",549,"Goldsmith, Mr. Frank John",CONNECTED
518,"Ryan, Mr. Patrick",769,"Moran, Mr. Daniel J",CONNECTED
518,"Ryan, Mr. Patrick",110,"Moran, Miss. Bertha",CONNECTED
956,"Ryerson, Master. John Borie",312,"Ryerson, Miss. Emily Borie",SISTER
956,"Ryerson, Master. John Borie",916,"Ryerson, Mrs. Arthur Larned (Emily Maria Borie)",MOTHER
956,"Ryerson, Master. John Borie",743,"Ryerson, Miss. Susan Parker ""Suzette""",SISTER
956,"Ryerson, Master. John Borie",1034,"Ryerson, Mr. Arthur Larned",FATHER
956,"Ryerson, Master. John Borie",1267,"Bowen, Miss. Grace Scott",CONNECTED
956,"Ryerson, Master. John Borie",951,"Chaudanson, Miss. Victorine",CONNECTED
312,"Ryerson, Miss. Emily Borie",916,"Ryerson, Mrs. Arthur Larned (Emily Maria Borie)",MOTHER
312,"Ryerson, Miss. Emily Borie",743,"Ryerson, Miss. Susan Parker ""Suzette""",SISTER
312,"Ryerson, Miss. Emily Borie",1267,"Bowen, Miss. Grace Scott",CONNECTED
312,"Ryerson, Miss. Emily Borie",1034,"Ryerson, Mr. Arthur Larned",FATHER
312,"Ryerson, Miss. Emily Borie",951,"Chaudanson, Miss. Victorine",MAID
312,"Ryerson, Miss. Emily Borie",956,"Ryerson, Master. John Borie",BROTHER
743,"Ryerson, Miss. Susan Parker ""Suzette""",312,"Ryerson, Miss. Emily Borie",SISTER
743,"Ryerson, Miss. Susan Parker ""Suzette""",1267,"Bowen, Miss. Grace Scott",CONNECTED
743,"Ryerson, Miss. Susan Parker ""Suzette""",956,"Ryerson, Master. John Borie",BROTHER
743,"Ryerson, Miss. Susan Parker ""Suzette""",1034,"Ryerson, Mr. Arthur Larned",FATHER
743,"Ryerson, Miss. Susan Parker ""Suzette""",951,"Chaudanson, Miss. Victorine",CONNECTED
743,"Ryerson, Miss. Susan Parker ""Suzette""",916,"Ryerson, Mrs. Arthur Larned (Emily Maria Borie)",MOTHER
1034,"Ryerson, Mr. Arthur Larned",956,"Ryerson, Master. John Borie",SON
1034,"Ryerson, Mr. Arthur Larned",916,"Ryerson, Mrs. Arthur Larned (Emily Maria Borie)",WIFE
1034,"Ryerson, Mr. Arthur Larned",951,"Chaudanson, Miss. Victorine",MAID
1034,"Ryerson, Mr. Arthur Larned",1267,"Bowen, Miss. Grace Scott",EMPLOYEE
1034,"Ryerson, Mr. Arthur Larned",785,"Ali, Mr. William",COUSIN
1034,"Ryerson, Mr. Arthur Larned",743,"Ryerson, Miss. Susan Parker ""Suzette""",DAUGHTER
1034,"Ryerson, Mr. Arthur Larned",312,"Ryerson, Miss. Emily Borie",DAUGHTER
916,"Ryerson, Mrs. Arthur Larned (Emily Maria Borie)",1034,"Ryerson, Mr. Arthur Larned",HUSBAND
916,"Ryerson, Mrs. Arthur Larned (Emily Maria Borie)",312,"Ryerson, Miss. Emily Borie",DAUGHTER
916,"Ryerson, Mrs. Arthur Larned (Emily Maria Borie)",743,"Ryerson, Miss. Susan Parker ""Suzette""",DAUGHTER
916,"Ryerson, Mrs. Arthur Larned (Emily Maria Borie)",956,"Ryerson, Master. John Borie",SON
916,"Ryerson, Mrs. Arthur Larned (Emily Maria Borie)",1267,"Bowen, Miss. Grace Scott",EMPLOYEE
916,"Ryerson, Mrs. Arthur Larned (Emily Maria Borie)",951,"Chaudanson, Miss. Victorine",MAID
694,"Saad, Mr. Khalil",911,"Assaf Khalil, Mrs. Mariana (Miriam"")""",AUNT
694,"Saad, Mr. Khalil",909,"Assaf, Mr. Gerios",RELATIVE
299,"Saalfeld, Mr. Adolphe",1227,"Maguire, Mr. John Edward",SAME_CABIN
160,"Sage, Master. Thomas Henry",1252,"Sage, Master. William Henry",BROTHER
160,"Sage, Master. Thomas Henry",864,"Sage, Miss. Dorothy Edith ""Dolly""",SISTER
160,"Sage, Master. Thomas Henry",325,"Sage, Mr. George John Jr",FATHER
160,"Sage, Master. Thomas Henry",1257,"Sage, Mrs. John (Annie Bullen)",MOTHER
160,"Sage, Master. Thomas Henry",325,"Sage, Mr. George John Jr",FATHER
160,"Sage, Master. Thomas Henry",181,"Sage, Miss. Constance Gladys",SISTER
160,"Sage, Master. Thomas Henry",1080,"Sage, Miss. Ada",SISTER
160,"Sage, Master. Thomas Henry",847,"Sage, Mr. Douglas Bullen",FATHER
160,"Sage, Master. Thomas Henry",793,"Sage, Miss. Stella Anna",SISTER
160,"Sage, Master. Thomas Henry",202,"Sage, Mr. Frederick",FATHER
1252,"Sage, Master. William Henry",181,"Sage, Miss. Constance Gladys",SISTER
1252,"Sage, Master. William Henry",864,"Sage, Miss. Dorothy Edith ""Dolly""",SISTER
1252,"Sage, Master. William Henry",202,"Sage, Mr. Frederick",FATHER
1252,"Sage, Master. William Henry",793,"Sage, Miss. Stella Anna",SISTER
1252,"Sage, Master. William Henry",1080,"Sage, Miss. Ada",SISTER
1252,"Sage, Master. William Henry",1257,"Sage, Mrs. John (Annie Bullen)",MOTHER
1252,"Sage, Master. William Henry",325,"Sage, Mr. George John Jr",FATHER
1252,"Sage, Master. William Henry",160,"Sage, Master. Thomas Henry",BROTHER
1252,"Sage, Master. William Henry",847,"Sage, Mr. Douglas Bullen",FATHER
1252,"Sage, Master. William Henry",325,"Sage, Mr. George John Jr",FATHER
1080,"Sage, Miss. Ada",847,"Sage, Mr. Douglas Bullen",FATHER
1080,"Sage, Miss. Ada",1257,"Sage, Mrs. John (Annie Bullen)",MOTHER
1080,"Sage, Miss. Ada",181,"Sage, Miss. Constance Gladys",SISTER
1080,"Sage, Miss. Ada",793,"Sage, Miss. Stella Anna",SISTER
1080,"Sage, Miss. Ada",160,"Sage, Master. Thomas Henry",BROTHER
1080,"Sage, Miss. Ada",325,"Sage, Mr. George John Jr",FATHER
1080,"Sage, Miss. Ada",864,"Sage, Miss. Dorothy Edith ""Dolly""",SISTER
1080,"Sage, Miss. Ada",202,"Sage, Mr. Frederick",FATHER
1080,"Sage, Miss. Ada",1252,"Sage, Master. William Henry",BROTHER
1080,"Sage, Miss. Ada",325,"Sage, Mr. George John Jr",FATHER
181,"Sage, Miss. Constance Gladys",864,"Sage, Miss. Dorothy Edith ""Dolly""",SISTER
181,"Sage, Miss. Constance Gladys",202,"Sage, Mr. Frederick",FATHER
181,"Sage, Miss. Constance Gladys",793,"Sage, Miss. Stella Anna",SISTER
181,"Sage, Miss. Constance Gladys",1257,"Sage, Mrs. John (Annie Bullen)",MOTHER
181,"Sage, Miss. Constance Gladys",1252,"Sage, Master. William Henry",BROTHER
181,"Sage, Miss. Constance Gladys",1080,"Sage, Miss. Ada",SISTER
181,"Sage, Miss. Constance Gladys",160,"Sage, Master. Thomas Henry",BROTHER
181,"Sage, Miss. Constance Gladys",325,"Sage, Mr. George John Jr",FATHER
181,"Sage, Miss. Constance Gladys",325,"Sage, Mr. George John Jr",FATHER
181,"Sage, Miss. Constance Gladys",847,"Sage, Mr. Douglas Bullen",FATHER
864,"Sage, Miss. Dorothy Edith ""Dolly""",325,"Sage, Mr. George John Jr",FATHER
864,"Sage, Miss. Dorothy Edith ""Dolly""",1252,"Sage, Master. William Henry",BROTHER
864,"Sage, Miss. Dorothy Edith ""Dolly""",1257,"Sage, Mrs. John (Annie Bullen)",MOTHER
864,"Sage, Miss. Dorothy Edith ""Dolly""",1080,"Sage, Miss. Ada",SISTER
864,"Sage, Miss. Dorothy Edith ""Dolly""",847,"Sage, Mr. Douglas Bullen",FATHER
864,"Sage, Miss. Dorothy Edith ""Dolly""",181,"Sage, Miss. Constance Gladys",SISTER
864,"Sage, Miss. Dorothy Edith ""Dolly""",160,"Sage, Master. Thomas Henry",BROTHER
864,"Sage, Miss. Dorothy Edith ""Dolly""",202,"Sage, Mr. Frederick",FATHER
864,"Sage, Miss. Dorothy Edith ""Dolly""",793,"Sage, Miss. Stella Anna",SISTER
864,"Sage, Miss. Dorothy Edith ""Dolly""",325,"Sage, Mr. George John Jr",FATHER
793,"Sage, Miss. Stella Anna",325,"Sage, Mr. George John Jr",FATHER
793,"Sage, Miss. Stella Anna",202,"Sage, Mr. Frederick",FATHER
793,"Sage, Miss. Stella Anna",160,"Sage, Master. Thomas Henry",BROTHER
793,"Sage, Miss. Stella Anna",847,"Sage, Mr. Douglas Bullen",FATHER
793,"Sage, Miss. Stella Anna",181,"Sage, Miss. Constance Gladys",SISTER
793,"Sage, Miss. Stella Anna",325,"Sage, Mr. George John Jr",FATHER
793,"Sage, Miss. Stella Anna",1080,"Sage, Miss. Ada",SISTER
793,"Sage, Miss. Stella Anna",864,"Sage, Miss. Dorothy Edith ""Dolly""",SISTER
793,"Sage, Miss. Stella Anna",1252,"Sage, Master. William Henry",BROTHER
793,"Sage, Miss. Stella Anna",1257,"Sage, Mrs. John (Annie Bullen)",MOTHER
847,"Sage, Mr. Douglas Bullen",181,"Sage, Miss. Constance Gladys",DAUGHTER
847,"Sage, Mr. Douglas Bullen",325,"Sage, Mr. George John Jr",CONNECTED
847,"Sage, Mr. Douglas Bullen",160,"Sage, Master. Thomas Henry",SON
847,"Sage, Mr. Douglas Bullen",1252,"Sage, Master. William Henry",SON
847,"Sage, Mr. Douglas Bullen",864,"Sage, Miss. Dorothy Edith ""Dolly""",DAUGHTER
847,"Sage, Mr. Douglas Bullen",325,"Sage, Mr. George John Jr",CONNECTED
847,"Sage, Mr. Douglas Bullen",202,"Sage, Mr. Frederick",CONNECTED
847,"Sage, Mr. Douglas Bullen",1257,"Sage, Mrs. John (Annie Bullen)",WIFE
847,"Sage, Mr. Douglas Bullen",793,"Sage, Miss. Stella Anna",DAUGHTER
847,"Sage, Mr. Douglas Bullen",1080,"Sage, Miss. Ada",DAUGHTER
202,"Sage, Mr. Frederick",777,"Tobin, Mr. Roger",CONNECTED
202,"Sage, Mr. Frederick",917,"Robins, Mr. Alexander A",CONNECTED
202,"Sage, Mr. Frederick",1008,"Thomas, Mr. John",CONNECTED
202,"Sage, Mr. Frederick",758,"Bailey, Mr. Percy Andrew",CONNECTED
202,"Sage, Mr. Frederick",412,"Hart, Mr. Henry",CONNECTED
202,"Sage, Mr. Frederick",865,"Gill, Mr. John William",CONNECTED
202,"Sage, Mr. Frederick",785,"Ali, Mr. William",CONNECTED
202,"Sage, Mr. Frederick",1080,"Sage, Miss. Ada",DAUGHTER
202,"Sage, Mr. Frederick",1252,"Sage, Master. William Henry",SON
202,"Sage, Mr. Frederick",181,"Sage, Miss. Constance Gladys",DAUGHTER
202,"Sage, Mr. Frederick",793,"Sage, Miss. Stella Anna",DAUGHTER
202,"Sage, Mr. Frederick",1257,"Sage, Mrs. John (Annie Bullen)",WIFE
202,"Sage, Mr. Frederick",325,"Sage, Mr. George John Jr",CONNECTED
202,"Sage, Mr. Frederick",864,"Sage, Miss. Dorothy Edith ""Dolly""",DAUGHTER
202,"Sage, Mr. Frederick",325,"Sage, Mr. George John Jr",CONNECTED
202,"Sage, Mr. Frederick",847,"Sage, Mr. Douglas Bullen",CONNECTED
202,"Sage, Mr. Frederick",160,"Sage, Master. Thomas Henry",SON
325,"Sage, Mr. George John Jr",325,"Sage, Mr. George John Jr",CONNECTED
325,"Sage, Mr. George John Jr",1080,"Sage, Miss. Ada",DAUGHTER
325,"Sage, Mr. George John Jr",1252,"Sage, Master. William Henry",SON
325,"Sage, Mr. George John Jr",864,"Sage, Miss. Dorothy Edith ""Dolly""",DAUGHTER
325,"Sage, Mr. George John Jr",847,"Sage, Mr. Douglas Bullen",CONNECTED
325,"Sage, Mr. George John Jr",793,"Sage, Miss. Stella Anna",DAUGHTER
325,"Sage, Mr. George John Jr",181,"Sage, Miss. Constance Gladys",DAUGHTER
325,"Sage, Mr. George John Jr",160,"Sage, Master. Thomas Henry",SON
325,"Sage, Mr. George John Jr",1257,"Sage, Mrs. John (Annie Bullen)",WIFE
325,"Sage, Mr. George John Jr",202,"Sage, Mr. Frederick",CONNECTED
325,"Sage, Mr. George John Jr",325,"Sage, Mr. George John Jr",CONNECTED
325,"Sage, Mr. George John Jr",181,"Sage, Miss. Constance Gladys",DAUGHTER
325,"Sage, Mr. George John Jr",864,"Sage, Miss. Dorothy Edith ""Dolly""",DAUGHTER
325,"Sage, Mr. George John Jr",1257,"Sage, Mrs. John (Annie Bullen)",WIFE
325,"Sage, Mr. George John Jr",793,"Sage, Miss. Stella Anna",DAUGHTER
325,"Sage, Mr. George John Jr",1252,"Sage, Master. William Henry",SON
325,"Sage, Mr. George John Jr",1080,"Sage, Miss. Ada",DAUGHTER
325,"Sage, Mr. George John Jr",202,"Sage, Mr. Frederick",CONNECTED
325,"Sage, Mr. George John Jr",847,"Sage, Mr. Douglas Bullen",CONNECTED
325,"Sage, Mr. George John Jr",160,"Sage, Master. Thomas Henry",SON
1257,"Sage, Mrs. John (Annie Bullen)",1080,"Sage, Miss. Ada",DAUGHTER
1257,"Sage, Mrs. John (Annie Bullen)",1252,"Sage, Master. William Henry",SON
1257,"Sage, Mrs. John (Annie Bullen)",202,"Sage, Mr. Frederick",HUSBAND
1257,"Sage, Mrs. John (Annie Bullen)",325,"Sage, Mr. George John Jr",HUSBAND
1257,"Sage, Mrs. John (Annie Bullen)",160,"Sage, Master. Thomas Henry",SON
1257,"Sage, Mrs. John (Annie Bullen)",793,"Sage, Miss. Stella Anna",DAUGHTER
1257,"Sage, Mrs. John (Annie Bullen)",847,"Sage, Mr. Douglas Bullen",HUSBAND
1257,"Sage, Mrs. John (Annie Bullen)",325,"Sage, Mr. George John Jr",HUSBAND
1257,"Sage, Mrs. John (Annie Bullen)",864,"Sage, Miss. Dorothy Edith ""Dolly""",DAUGHTER
1257,"Sage, Mrs. John (Annie Bullen)",181,"Sage, Miss. Constance Gladys",DAUGHTER
642,"Sagesser, Mlle. Emma",370,"Aubart, Mme. Leontine Pauline",CONNECTED
529,"Salonen, Mr. Johan Werner",964,"Nieminen, Miss. Manta Josefina",CONNECTED
921,"Samaan, Mr. Elias",921,"Samaan, Mr. Elias",CONNECTED
921,"Samaan, Mr. Elias",49,"Samaan, Mr. Youssef",CONNECTED
921,"Samaan, Mr. Elias",49,"Samaan, Mr. Youssef",CONNECTED
921,"Samaan, Mr. Elias",921,"Samaan, Mr. Elias",CONNECTED
49,"Samaan, Mr. Youssef",921,"Samaan, Mr. Elias",CONNECTED
49,"Samaan, Mr. Youssef",921,"Samaan, Mr. Elias",CONNECTED
1009,"Sandstrom, Miss. Beatrice Irene",252,"Strom, Mrs. Wilhelm (Elna Matilda Persson)",CONNECTED
1009,"Sandstrom, Miss. Beatrice Irene",395,"Sandstrom, Mrs. Hjalmar (Agnes Charlotta Bengtsson)",MOTHER
1009,"Sandstrom, Miss. Beatrice Irene",206,"Strom, Miss. Telma Matilda",CONNECTED
1009,"Sandstrom, Miss. Beatrice Irene",11,"Sandstrom, Miss. Marguerite Rut",SISTER
11,"Sandstrom, Miss. Marguerite Rut",1009,"Sandstrom, Miss. Beatrice Irene",SISTER
11,"Sandstrom, Miss. Marguerite Rut",206,"Strom, Miss. Telma Matilda",CONNECTED
11,"Sandstrom, Miss. Marguerite Rut",395,"Sandstrom, Mrs. Hjalmar (Agnes Charlotta Bengtsson)",MOTHER
11,"Sandstrom, Miss. Marguerite Rut",252,"Strom, Mrs. Wilhelm (Elna Matilda Persson)",CONNECTED
395,"Sandstrom, Mrs. Hjalmar (Agnes Charlotta Bengtsson)",11,"Sandstrom, Miss. Marguerite Rut",DAUGHTER
395,"Sandstrom, Mrs. Hjalmar (Agnes Charlotta Bengtsson)",252,"Strom, Mrs. Wilhelm (Elna Matilda Persson)",CONNECTED
395,"Sandstrom, Mrs. Hjalmar (Agnes Charlotta Bengtsson)",1009,"Sandstrom, Miss. Beatrice Irene",DAUGHTER
395,"Sandstrom, Mrs. Hjalmar (Agnes Charlotta Bengtsson)",206,"Strom, Miss. Telma Matilda",CONNECTED
1014,"Schabert, Mrs. Paul (Emma Mock)",926,"Mock, Mr. Philipp Edmund",CONNECTED
843,"Serepeca, Miss. Augusta",764,"Carter, Mrs. William Ernest (Lucile Polk)",EMPLOYER
843,"Serepeca, Miss. Augusta",271,"Cairns, Mr. Alexander",CONNECTED
552,"Sharp, Mr. Percival James R",1035,"Beauchamp, Mr. Henry James",CONNECTED
498,"Shellard, Mr. Frederick William",1120,"Everett, Mr. Thomas James",CONNECTED
881,"Shelley, Mrs. William (Imanita Parrish Hall)",260,"Parrish, Mrs. (Lutie Davis)",CONNECTED
610,"Shutes, Miss. Elizabeth W",269,"Graham, Mrs. William Thompson (Edith Junkins)",CONNECTED
610,"Shutes, Miss. Elizabeth W",888,"Graham, Miss. Margaret Edith",CONNECTED
610,"Shutes, Miss. Elizabeth W",333,"Graham, Mr. George Edward",SAME_TICKET
702,"Silverthorne, Mr. Spencer Victor",708,"Calderhead, Mr. Edward Pennington",COMPANION
702,"Silverthorne, Mr. Spencer Victor",1036,"Lindeberg-Lind, Mr. Erik Gustaf (Mr Edward Lingrey"")""",CONNECTED
435,"Silvey, Mr. William Baird",578,"Silvey, Mrs. William Baird (Alice Munger)",WIFE
578,"Silvey, Mrs. William Baird (Alice Munger)",435,"Silvey, Mr. William Baird",HUSBAND
1068,"Sincock, Miss. Maude",550,"Davies, Master. John Morgan Jr",CONNECTED
1068,"Sincock, Miss. Maude",1222,"Davies, Mrs. John Morgan (Elizabeth Agnes Mary White) ",CONNECTED
1068,"Sincock, Miss. Maude",146,"Nicholls, Mr. Joseph Charles",CONNECTED
61,"Sirayanian, Mr. Orsen",1028,"Zakarian, Mr. Mapriededer",CONNECTED
61,"Sirayanian, Mr. Orsen",1203,"Vartanian, Mr. David",CONNECTED
61,"Sirayanian, Mr. Orsen",1063,"Zakarian, Mr. Ortin",CONNECTED
61,"Sirayanian, Mr. Orsen",1213,"Krekorian, Mr. Neshan",CONNECTED
562,"Sivic, Mr. Husein",871,"Balkic, Mr. Cerin",CONNECTED
562,"Sivic, Mr. Husein",109,"Rekic, Mr. Tido",CONNECTED
562,"Sivic, Mr. Husein",1101,"Delalic, Mr. Redjo",CONNECTED
64,"Skoog, Master. Harald",168,"Skoog, Mrs. William (Anna Bernhardina Karlsson)",MOTHER
64,"Skoog, Master. Harald",635,"Skoog, Miss. Mabel",SISTER
64,"Skoog, Master. Harald",361,"Skoog, Mr. Wilhelm",FATHER
64,"Skoog, Master. Harald",820,"Skoog, Master. Karl Thorsten",BROTHER
64,"Skoog, Master. Harald",643,"Skoog, Miss. Margit Elizabeth",SISTER
820,"Skoog, Master. Karl Thorsten",168,"Skoog, Mrs. William (Anna Bernhardina Karlsson)",MOTHER
820,"Skoog, Master. Karl Thorsten",361,"Skoog, Mr. Wilhelm",FATHER
820,"Skoog, Master. Karl Thorsten",64,"Skoog, Master. Harald",BROTHER
820,"Skoog, Master. Karl Thorsten",635,"Skoog, Miss. Mabel",SISTER
820,"Skoog, Master. Karl Thorsten",643,"Skoog, Miss. Margit Elizabeth",SISTER
635,"Skoog, Miss. Mabel",643,"Skoog, Miss. Margit Elizabeth",SISTER
635,"Skoog, Miss. Mabel",361,"Skoog, Mr. Wilhelm",FATHER
635,"Skoog, Miss. Mabel",64,"Skoog, Master. Harald",BROTHER
635,"Skoog, Miss. Mabel",168,"Skoog, Mrs. William (Anna Bernhardina Karlsson)",MOTHER
635,"Skoog, Miss. Mabel",820,"Skoog, Master. Karl Thorsten",BROTHER
643,"Skoog, Miss. Margit Elizabeth",361,"Skoog, Mr. Wilhelm",FATHER
643,"Skoog, Miss. Margit Elizabeth",635,"Skoog, Miss. Mabel",SISTER
643,"Skoog, Miss. Margit Elizabeth",168,"Skoog, Mrs. William (Anna Bernhardina Karlsson)",MOTHER
643,"Skoog, Miss. Margit Elizabeth",64,"Skoog, Master. Harald",BROTHER
643,"Skoog, Miss. Margit Elizabeth",820,"Skoog, Master. Karl Thorsten",BROTHER
361,"Skoog, Mr. Wilhelm",64,"Skoog, Master. Harald",SON
361,"Skoog, Mr. Wilhelm",808,"Pettersson, Miss. Ellen Natalia",NIECE
361,"Skoog, Mr. Wilhelm",635,"Skoog, Miss. Mabel",DAUGHTER
361,"Skoog, Mr. Wilhelm",820,"Skoog, Master. Karl Thorsten",SON
361,"Skoog, Mr. Wilhelm",1304,"Henriksson, Miss. Jenny Lovisa",RELATIVE
361,"Skoog, Mr. Wilhelm",643,"Skoog, Miss. Margit Elizabeth",DAUGHTER
361,"Skoog, Mr. Wilhelm",168,"Skoog, Mrs. William (Anna Bernhardina Karlsson)",WIFE
168,"Skoog, Mrs. William (Anna Bernhardina Karlsson)",820,"Skoog, Master. Karl Thorsten",SON
168,"Skoog, Mrs. William (Anna Bernhardina Karlsson)",361,"Skoog, Mr. Wilhelm",HUSBAND
